approach,dataset,depth,obs_count,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc,mean_solv_time,std_solve_time,mean_gap,std_gap,mean_train_cart,mean_test_cart,enc_features
OCT,breast-cancer_enc.csv,2,207,0.78743961352657,0.011833283781561245,0.7071428571428572,0.03400680204068024,81.97682273387909,9.319686941578505,0.09924927457745984,0.0003104864713992628,0.7765700483091786,0.7428571428571429,39
OCT,breast-cancer_enc.csv,3,207,0.817632850241546,0.013303310500691069,0.7142857142857143,0.061721339984836796,601.2276952266693,0.0752109032759913,2.351286346692765,0.1755932909996649,0.7934782608695652,0.7071428571428571,39
OCT,breast-cancer_enc.csv,4,207,0.8055555555555556,0.021378289931323256,0.6821428571428572,0.09063269671749657,603.223946928978,0.17514521528064847,1.2554701483995525,0.13774037825192748,0.8200483091787439,0.7178571428571429,39
OCT,breast-cancer_enc.csv,5,207,0.7568438003220611,0.011156526940862319,0.7238095238095239,0.043643578047198525,463.6931892633438,296.4304166376592,inf,0.0,0.8538647342995169,0.7250000000000001,39
OCT,car_evaluation_enc.csv,2,1296,0.7816358024691359,0.0032736425054933006,0.7662037037037037,0.009820927516479798,602.1363275051117,0.1379811404224736,4.869562582764534,1.841898988446856,0.7816358024691359,0.7662037037037037,20
OCT,car_evaluation_enc.csv,3,1296,0.7152777777777778,0.020733069201457423,0.7280092592592593,0.04092053131866597,604.872287273407,0.4348772500515252,inf,0.0,0.8097993827160493,0.7928240740740741,20
OCT,car_evaluation_enc.csv,4,1296,0.7484567901234568,0.0,0.7777777777777778,0.0,611.7597080469131,0.47699147901887384,inf,0.0,0.8225308641975309,0.7962962962962963,20
OCT,car_evaluation_enc.csv,5,1296,0.6962448559670782,0.004249668632165221,0.7121913580246914,0.012749005896495634,628.2649230957031,0.8577193543310343,inf,0.0,0.8682484567901234,0.859375,20
OCT,kr-vs-kp_enc.csv,2,2397,0.744889445139758,0.037982455332899956,0.7393617021276595,0.04257005972571792,604.9297544956207,0.3526573428461522,6.822030413284448,1.0921024693164958,0.7743012098456403,0.7643929912390488,39
OCT,kr-vs-kp_enc.csv,3,2397,0.5623696287025448,0.0,0.5607008760951189,0.0,614.1795839071274,0.2800564890686051,inf,0.0,0.9045682102628285,0.9033166458072591,39
OCT,kr-vs-kp_enc.csv,4,2397,0.0,0.0,0.0,0.0,638.0704607963562,0.5110362512272068,inf,0.0,0.9424280350438048,0.9361702127659575,39
OCT,kr-vs-kp_enc.csv,5,2397,0.0,0.0,0.0,0.0,694.8918842673302,1.1592582325402003,inf,0.0,0.9424280350438048,0.9361702127659575,39
OCT,monk1_enc.csv,2,93,0.8387096774193549,0.0291184172209174,0.7016129032258064,0.1065818688258011,8.743281364440918,0.5611647434414317,0.01562011871290133,0.03124023742580266,0.7688172043010753,0.6612903225806451,16
OCT,monk1_enc.csv,3,93,0.9247311827956988,0.023228461284616052,0.8225806451612903,0.06176949082298951,480.8690246939659,238.83514436082964,0.7442110068342039,0.44861328164454845,0.881720430107527,0.782258064516129,16
OCT,monk1_enc.csv,4,93,1.0,0.0,1.0,0.0,213.52127313613892,158.08610983972108,0.05792562454831199,0.011218955341442323,0.881720430107527,0.782258064516129,16
OCT,monk1_enc.csv,5,93,0.971326164874552,0.031040337053205625,0.8494623655913977,0.09312101115961698,461.6689699292183,161.87849464387497,inf,0.0,0.8870967741935485,0.7661290322580645,16
OCT,soybean-small_enc.csv,2,35,1.0,0.0,1.0,0.0,4.703508794307709,1.4350570194188754,0.019888623707241156,0.03977724741448231,0.8357142857142857,0.6458333333333334,46
