approach,dataset,nrow,depth,lambda,time_limit,status,obj_value,train_acc,gap,node_count,solving_time,cb_time_int,cb_time_int_suc,cb_counter_int,cb_counter_int_suc,test_acc,calib_acc,sample,warmstart
OCT,synthetic100_100_3.csv,75,3,0.0,600,2.0,600.0,1.0,0.0,4168.0,235.05087900161743,0.0,0.0,0.0,0.0,0.8,1.0,3,1.0
BendersOCT,synthetic100_100_3.csv,75,3,0.0,600,9.0,-3.0,0.96,100.0,48193.0,600.025881767273,3.643192768096924,3.4298596382141118,76.0,64.0,0.84,1.0,4,1.0
Cart,synthetic100_100_3.csv,75,3,0.0,600,,,0.92,,,0.004981517791748,,,,,0.84,0.96,4,
FlowOCT,synthetic100_100_3.csv,75,3,0.0,600,2.0,-0.0,1.0,0.0,25157.0,294.5204336643219,0.0,0.0,0.0,0.0,0.84,1.0,4,1.0
binOCT,synthetic100_100_3.csv,75,3,0.0,600,9.0,4.999998149814815,0.9333333333333332,99.99999999999996,43376.0,603.6760139465332,0.0,0.0,0.0,0.0,0.84,0.96,4,1.0
OCT,synthetic100_100_3.csv,75,3,0.0,600,9.0,599.0,0.9866666666666668,0.1669449081803005,7536.0,602.1735763549805,0.0,0.0,0.0,0.0,0.84,1.0,4,1.0
BendersOCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,-0.0,1.0,0.0,631.0,14.391153812408447,5.291805267333984,5.181112051010132,57.0,52.0,0.72,1.0,1,1.0
Cart,synthetic100_100_4.csv,75,4,0.0,600,,,0.96,,,0.0059814453125,,,,,0.76,0.88,1,
FlowOCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,-0.0,1.0,0.0,12987.0,265.540159702301,0.0,0.0,0.0,0.0,0.6,1.0,1,1.0
binOCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,0.0,1.0,0.0,3876.0,95.89568376541138,0.0,0.0,0.0,0.0,0.64,1.0,1,1.0
OCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,1199.0,0.9866666666666668,0.0834028356964136,470.0,48.37463355064392,0.0,0.0,0.0,0.0,0.68,1.0,1,1.0
BendersOCT,synthetic100_100_4.csv,75,4,0.0,600,9.0,-3.0,0.96,100.0,95242.0,600.0592772960663,6.565681219100952,6.531775951385498,82.0,80.0,0.72,0.96,2,1.0
Cart,synthetic100_100_4.csv,75,4,0.0,600,,,0.9466666666666668,,,0.0049872398376464,,,,,0.72,0.92,2,
FlowOCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,-0.0,1.0,0.0,24038.0,537.1712307929993,0.0,0.0,0.0,0.0,0.76,1.0,2,1.0
binOCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,0.0,1.0,0.0,10824.0,250.2457268238068,0.0,0.0,0.0,0.0,0.84,1.0,2,1.0
OCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,1199.0,0.9866666666666668,0.0834028356964136,1691.0,200.3023567199707,0.0,0.0,0.0,0.0,0.84,0.96,2,1.0
BendersOCT,synthetic100_100_4.csv,75,4,0.0,600,9.0,-1.0,0.9866666666666668,100.0,54048.0,600.0682306289673,7.819249153137207,7.784311771392822,78.0,76.0,0.68,0.96,3,1.0
Cart,synthetic100_100_4.csv,75,4,0.0,600,,,0.9733333333333334,,,0.0030274391174316,,,,,0.76,0.96,3,
FlowOCT,synthetic100_100_4.csv,75,4,0.0,600,9.0,-1.0,0.9866666666666668,99.99999999999147,23705.0,602.9081344604492,0.0,0.0,0.0,0.0,0.76,0.96,3,1.0
binOCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,0.0,1.0,0.0,12209.0,219.1823899745941,0.0,0.0,0.0,0.0,0.64,1.0,3,1.0
OCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,1199.0,0.9866666666666668,0.0834028356964136,1956.0,139.2655472755432,0.0,0.0,0.0,0.0,0.76,1.0,3,1.0
BendersOCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,-0.0,1.0,0.0,0.0,0.1773951053619384,0.0349071025848388,0.0,2.0,0.0,0.8,1.0,4,1.0
Cart,synthetic100_100_4.csv,75,4,0.0,600,,,1.0,,,0.0059828758239746,,,,,0.8,1.0,4,
FlowOCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,-0.0,1.0,0.0,1.0,3.332834243774414,0.0,0.0,0.0,0.0,0.8,1.0,4,1.0
binOCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,0.0,1.0,0.0,0.0,7.972137451171875,0.0,0.0,0.0,0.0,0.8,1.0,4,1.0
OCT,synthetic100_100_4.csv,75,4,0.0,600,2.0,1199.0,0.9866666666666668,0.0834028356964136,5385.0,190.39987540245056,0.0,0.0,0.0,0.0,0.64,1.0,4,1.0
BendersOCT,synthetic100_100_5.csv,75,5,0.0,600,2.0,-0.0,1.0,0.0,0.0,0.1515920162200927,0.0518617630004882,0.0,2.0,0.0,0.64,1.0,1,1.0
Cart,synthetic100_100_5.csv,75,5,0.0,600,,,1.0,,,0.0029923915863037,,,,,0.52,1.0,1,
FlowOCT,synthetic100_100_5.csv,75,5,0.0,600,2.0,-0.0,1.0,0.0,1.0,8.402217626571655,0.0,0.0,0.0,0.0,0.56,1.0,1,1.0
binOCT,synthetic100_100_5.csv,75,5,0.0,600,2.0,0.0,1.0,0.0,0.0,18.719938039779663,0.0,0.0,0.0,0.0,0.56,1.0,1,1.0
OCT,synthetic100_100_5.csv,75,5,0.0,600,9.0,2390.0,0.8666666666666667,0.4184100418410041,532.0,611.1160967350006,0.0,0.0,0.0,0.0,0.48,0.84,1,1.0
BendersOCT,synthetic100_100_5.csv,75,5,0.0,600,9.0,-1.0,0.9866666666666668,100.0,47574.0,600.0931217670441,12.302788496017456,12.26485824584961,93.0,91.0,0.44,1.0,2,1.0
Cart,synthetic100_100_5.csv,75,5,0.0,600,,,0.9733333333333334,,,0.0019903182983398,,,,,0.56,1.0,2,
FlowOCT,synthetic100_100_5.csv,75,5,0.0,600,2.0,-0.0,1.0,0.0,131.0,135.50901985168457,0.0,0.0,0.0,0.0,0.56,1.0,2,1.0
