approach,dataset,depth,obs_count,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc,mean_solv_time,std_solve_time,mean_gap,std_gap,mean_train_cart,mean_test_cart,enc_features
BendersOCT,monk1_enc.csv,4,93.0,1.0,0.0,1.0,0.0,2.785481870174408,1.0443096658206639,0.0,0.0,0.8817204301075269,0.782258064516129,16
BendersOCT,monk1_enc.csv,5,93.0,1.0,0.0,1.0,0.0,2.6820473670959473,1.3067782214700174,0.0,0.0,0.8870967741935484,0.7661290322580645,16
BendersOCT,soybean-small_enc.csv,2,35.0,1.0,0.0,1.0,0.0,0.45697540044784546,0.05836316645371346,0.0,0.0,0.8357142857142857,0.6458333333333334,46
BendersOCT,soybean-small_enc.csv,3,35.0,1.0,0.0,1.0,0.0,0.5426270365715027,0.37863607086945306,0.0,0.0,1.0,1.0,46
BendersOCT,soybean-small_enc.csv,4,35.0,1.0,0.0,0.9791666666666666,0.04166666666666671,0.6389244794845581,0.056614124089707556,0.0,0.0,1.0,1.0,46
BendersOCT,soybean-small_enc.csv,5,35.0,1.0,0.0,0.9791666666666666,0.04166666666666668,0.9005662798881531,0.2526559000611988,0.0,0.0,1.0,1.0,46
Cart,balance-scale_enc.csv,2,468.0,0.6800213675213675,0.008252585631236821,0.6863057324840764,0.024600064174642187,0.002252519130706725,0.0004944642449352396,0.0,0.0,0.6800213675213675,0.6863057324840764,21
Cart,balance-scale_enc.csv,3,468.0,0.7013888888888888,0.019844204723297718,0.697452229299363,0.01980335255432869,0.0030108690261840252,0.0008297663852102658,0.0,0.0,0.7013888888888888,0.697452229299363,21
Cart,balance-scale_enc.csv,4,468.0,0.7232905982905983,0.030343886615585156,0.697452229299363,0.02354678663781192,0.00300091505050655,0.0008007297681032617,0.0,0.0,0.7232905982905983,0.697452229299363,21
Cart,balance-scale_enc.csv,5,468.0,0.7916666666666666,0.007899242525932642,0.7292993630573248,0.029648068033479764,0.004996955394744825,0.0042217518165699975,0.0,0.0,0.7916666666666666,0.7292993630573248,21
Cart,breast-cancer_enc.csv,2,207.0,0.7765700483091788,0.012077294685990336,0.7428571428571429,0.05345224838248488,0.00201505422592155,0.000818372258980101,0.0,0.0,0.7765700483091788,0.7428571428571429,39
Cart,breast-cancer_enc.csv,3,207.0,0.7934782608695652,0.00724637681159417,0.7071428571428571,0.042857142857142844,0.0024934411048888752,0.0005768340765607997,0.0,0.0,0.7934782608695652,0.7071428571428571,39
Cart,breast-cancer_enc.csv,4,207.0,0.8200483091787439,0.004625251728291509,0.7178571428571429,0.024397501823713356,0.00300133228302,0.0007997737761456757,0.0,0.0,0.8200483091787439,0.7178571428571429,39
Cart,breast-cancer_enc.csv,5,207.0,0.8538647342995169,0.008250362935555214,0.725,0.03571428571428572,0.0027504563331603752,0.0009458550406955225,0.0,0.0,0.8538647342995169,0.725,39
Cart,car_evaluation_enc.csv,2,1296.0,0.7816358024691358,0.0028350575726657375,0.7662037037037037,0.008505172717997122,0.0028003215789794604,0.00042908968054437726,0.0,0.0,0.7816358024691358,0.7662037037037037,20
Cart,car_evaluation_enc.csv,3,1296.0,0.808641975308642,0.005401234567901255,0.7962962962962963,0.016203703703703692,0.0039895375569661,0.000996589898302545,0.0,0.0,0.808641975308642,0.7962962962962963,20
Cart,car_evaluation_enc.csv,4,1296.0,0.8225308641975309,0.009820927516479849,0.7962962962962963,0.0032736425054933687,0.0027408599853515,0.0009563225296758475,0.0,0.0,0.8225308641975309,0.7962962962962963,20
Cart,car_evaluation_enc.csv,5,1296.0,0.8682484567901234,0.011188271604938255,0.859375,0.025871788162498414,0.004985213279724074,0.001821432493404082,0.0,0.0,0.8682484567901234,0.859375,20
Cart,kr-vs-kp_enc.csv,2,2397.0,0.7743012098456403,0.01319264772702705,0.7643929912390488,0.012107444189346226,0.0032398104667663,0.000497544573118094,0.0,0.0,0.7743012098456403,0.7643929912390488,39
Cart,kr-vs-kp_enc.csv,3,2397.0,0.9045682102628285,0.004107061445034679,0.903316645807259,0.012321184335104169,0.00897705554962155,0.008105753161059576,0.0,0.0,0.9045682102628285,0.903316645807259,39
Cart,kr-vs-kp_enc.csv,4,2397.0,0.9424280350438048,0.003777799390128315,0.9361702127659575,0.011333398170384815,0.0047375559806823245,0.0009543075917622745,0.0,0.0,0.9424280350438048,0.9361702127659575,39
Cart,kr-vs-kp_enc.csv,5,2397.0,0.9424280350438048,0.003777799390128315,0.9361702127659575,0.011333398170384815,0.005964100360870325,0.0008309650904867653,0.0,0.0,0.9424280350438048,0.9361702127659575,39
Cart,monk1_enc.csv,2,93.0,0.7688172043010753,0.005552664295637854,0.6612903225806451,0.03724840446384685,0.0023091882467269438,0.0007930458053209468,0.0,0.0,0.7688172043010753,0.6612903225806451,16
Cart,monk1_enc.csv,3,93.0,0.8817204301075269,0.047395541076932446,0.782258064516129,0.028593718078319917,0.0028849840164184,0.0008376367005431464,0.0,0.0,0.8817204301075269,0.782258064516129,16
Cart,monk1_enc.csv,4,93.0,0.8817204301075269,0.047395541076932446,0.782258064516129,0.028593718078319917,0.0031180381774902,0.0006404170299455627,0.0,0.0,0.8817204301075269,0.782258064516129,16
Cart,monk1_enc.csv,5,93.0,0.8870967741935484,0.04488982855976178,0.7661290322580645,0.044797746763187936,0.0031141936779021874,0.0009899768689699922,0.0,0.0,0.8870967741935484,0.7661290322580645,16
Cart,soybean-small_enc.csv,2,35.0,0.8357142857142857,0.027355060221609655,0.6458333333333334,0.07978559231302819,0.0020036101341247,0.0008283862680150267,0.0,0.0,0.8357142857142857,0.6458333333333334,46
Cart,soybean-small_enc.csv,3,35.0,1.0,0.0,1.0,0.0,0.0029894113540648998,0.0008145945750570307,0.0,0.0,1.0,1.0,46
Cart,soybean-small_enc.csv,4,35.0,1.0,0.0,1.0,0.0,0.001987338066101,1.8072170234015495e-05,0.0,0.0,1.0,1.0,46
Cart,soybean-small_enc.csv,5,35.0,1.0,0.0,1.0,0.0,0.002752125263214075,0.0009468495303297458,0.0,0.0,1.0,1.0,46
FlowOCT,balance-scale_enc.csv,2,468.0,0.6816239316239316,0.00971380462748282,0.6815286624203821,0.02895579978128631,15.979482650756836,5.60360083202162,0.0,0.0,0.6800213675213675,0.6863057324840764,21
FlowOCT,balance-scale_enc.csv,3,468.0,0.7382478632478633,0.008089613028205522,0.7101910828025477,0.006369426751592355,601.5512850284576,0.018585657986947335,49.25806802702921,1.0458522095184863,0.7013888888888888,0.697452229299363,21
FlowOCT,balance-scale_enc.csv,4,468.0,0.7489316239316239,0.014855166392175295,0.7436305732484076,0.01901961026238745,603.0664564371109,0.08737042608137278,99.99999999999383,1.4504821078219753e-12,0.7232905982905983,0.697452229299363,21
FlowOCT,balance-scale_enc.csv,5,468.0,0.7644230769230769,0.025365026927526894,0.7531847133757962,0.04971282154551213,605.6455971598625,0.26638843099413356,99.9999999999955,1.351551153078542e-12,0.7916666666666666,0.7292993630573248,21
FlowOCT,breast-cancer_enc.csv,2,207.0,0.78743961352657,0.011833283781561264,0.7071428571428571,0.03400680204068024,27.800771772861484,2.4577655414061823,0.0,0.0,0.7765700483091788,0.7428571428571429,39
FlowOCT,breast-cancer_enc.csv,3,207.0,0.8200483091787439,0.004625251728291509,0.675,0.08028435857184461,601.0202451944351,0.040389278221355636,97.96171171170793,3.067779225672089,0.7934782608695652,0.7071428571428571,39
FlowOCT,breast-cancer_enc.csv,4,207.0,0.8599033816425121,0.006831949576681631,0.7107142857142857,0.037570794852522654,602.2724449634552,0.22073645329210342,99.99999999999447,5.4333123617351234e-12,0.8200483091787439,0.7178571428571429,39
FlowOCT,breast-cancer_enc.csv,5,207.0,0.8961352657004831,0.012781407299828957,0.7142857142857143,0.023328473740792225,604.0204936861992,0.07661002540551742,99.99999999999604,1.0722370046572467e-12,0.8538647342995169,0.725,39
FlowOCT,car_evaluation_enc.csv,2,1296.0,0.7816358024691358,0.0032736425054933006,0.7662037037037037,0.009820927516479798,90.11542969942093,12.654275996827591,0.0,0.0,0.7816358024691358,0.7662037037037037,20
FlowOCT,car_evaluation_enc.csv,3,1296.0,0.8097993827160493,0.0049806884596288485,0.7928240740740741,0.014942065378886602,605.1299148797989,1.6641350153529124,99.99999999998326,8.962818101638884e-12,0.808641975308642,0.7962962962962963,20
FlowOCT,car_evaluation_enc.csv,4,1296.0,0.826195987654321,0.004772112992613061,0.806712962962963,0.013694629127545398,607.1053841710091,0.1145766973968448,99.9999999999881,7.721478076922204e-12,0.8225308641975309,0.7962962962962963,20
FlowOCT,car_evaluation_enc.csv,5,1296.0,0.8682484567901234,0.011188271604938255,0.859375,0.025871788162498414,614.427508354187,0.08471090786020347,100.00000000000179,3.473878242685364e-12,0.8682484567901234,0.859375,20
FlowOCT,kr-vs-kp_enc.csv,2,2397.0,0.8386524822695035,0.016021962376482055,0.8366708385481852,0.015311430374219875,604.3300976753235,0.06118179272533419,97.24065199474481,2.0878681278997226,0.7743012098456403,0.7643929912390488,39
FlowOCT,kr-vs-kp_enc.csv,3,2397.0,0.9045682102628285,0.004107061445034679,0.903316645807259,0.012321184335104169,609.5363320112228,0.33282958011288755,99.99999999998964,3.4655551943326614e-12,0.9045682102628285,0.903316645807259,39
FlowOCT,kr-vs-kp_enc.csv,4,2397.0,0.9424280350438048,0.003777799390128315,0.9361702127659575,0.011333398170384815,619.4404856562614,0.4653021589426027,99.99999999999702,5.764605379068429e-12,0.9424280350438048,0.9361702127659575,39
FlowOCT,kr-vs-kp_enc.csv,5,2397.0,0.9424280350438048,0.003777799390128315,0.9361702127659575,0.011333398170384815,639.8438388705254,0.40148257190180925,99.99999999998084,2.436071012172058e-11,0.9424280350438048,0.9361702127659575,39
FlowOCT,monk1_enc.csv,2,93.0,0.8387096774193549,0.0291184172209174,0.7016129032258065,0.1065818688258011,2.0415055751800537,0.9500539773664838,0.0,0.0,0.7688172043010753,0.6612903225806451,16
FlowOCT,monk1_enc.csv,3,93.0,0.932795698924731,0.016129032258064627,0.8709677419354838,0.06451612903225801,37.675990998744965,1.6043726878590803,0.0,0.0,0.8817204301075269,0.782258064516129,16
FlowOCT,monk1_enc.csv,4,93.0,1.0,0.0,1.0,0.0,8.921345353126526,3.415949348552951,0.0,0.0,0.8817204301075269,0.782258064516129,16
FlowOCT,monk1_enc.csv,5,93.0,1.0,0.0,1.0,0.0,14.2653968334198,4.03105227371127,0.0,0.0,0.8870967741935484,0.7661290322580645,16
FlowOCT,soybean-small_enc.csv,2,35.0,1.0,0.0,1.0,0.0,0.33070176839828486,0.07485375186939507,0.0,0.0,0.8357142857142857,0.6458333333333334,46
FlowOCT,soybean-small_enc.csv,3,35.0,1.0,0.0,0.9375,0.125,0.6415888071060181,0.1772195982082032,0.0,0.0,1.0,1.0,46
