"approach","dataset","tdr","fdr","sample"
OCT,synthetic2500_10_2.csv,1.0,0.0,2
Benders,synthetic2500_10_2.csv,1.0,0.0,3
Cart,synthetic2500_10_2.csv,0.6666666666666666,0.3333333333333333,3
Flow,synthetic2500_10_2.csv,1.0,0.0,3
Bin,synthetic2500_10_2.csv,1.0,0.0,3
OCT,synthetic2500_10_2.csv,1.0,0.0,3
Benders,synthetic2500_10_2.csv,1.0,0.0,4
Cart,synthetic2500_10_2.csv,0.6666666666666666,0.3333333333333333,4
Flow,synthetic2500_10_2.csv,1.0,0.0,4
Bin,synthetic2500_10_2.csv,1.0,0.0,4
OCT,synthetic2500_10_2.csv,1.0,0.0,4
Benders,synthetic2500_10_3.csv,1.0,0.0,1
Cart,synthetic2500_10_3.csv,0.5714285714285714,0.42857142857142855,1
Flow,synthetic2500_10_3.csv,1.0,0.0,1
Bin,synthetic2500_10_3.csv,1.0,0.0,1
OCT,synthetic2500_10_3.csv,0.7142857142857143,0.2857142857142857,1
Benders,synthetic2500_10_3.csv,1.0,0.0,2
Cart,synthetic2500_10_3.csv,0.7142857142857143,0.2857142857142857,2
Flow,synthetic2500_10_3.csv,1.0,0.0,2
Bin,synthetic2500_10_3.csv,1.0,0.0,2
OCT,synthetic2500_10_3.csv,0.7142857142857143,0.2857142857142857,2
Benders,synthetic2500_10_3.csv,1.0,0.0,3
Cart,synthetic2500_10_3.csv,0.5714285714285714,0.42857142857142855,3
Flow,synthetic2500_10_3.csv,1.0,0.0,3
Bin,synthetic2500_10_3.csv,1.0,0.0,3
OCT,synthetic2500_10_3.csv,0.7142857142857143,0.2857142857142857,3
Benders,synthetic2500_10_3.csv,1.0,0.0,4
Cart,synthetic2500_10_3.csv,0.7142857142857143,0.2857142857142857,4
Flow,synthetic2500_10_3.csv,0.7142857142857143,0.2857142857142857,4
Bin,synthetic2500_10_3.csv,1.0,0.0,4
OCT,synthetic2500_10_3.csv,0.7142857142857143,0.2857142857142857,4
Benders,synthetic2500_10_4.csv,0.6,0.4,1
Cart,synthetic2500_10_4.csv,0.5333333333333333,0.4666666666666667,1
Flow,synthetic2500_10_4.csv,0.5333333333333333,0.4666666666666667,1
Bin,synthetic2500_10_4.csv,0.6,0.4,1
OCT,synthetic2500_10_4.csv,0.5333333333333333,0.4666666666666667,1
Benders,synthetic2500_10_4.csv,0.7333333333333333,0.26666666666666666,2
Cart,synthetic2500_10_4.csv,0.6666666666666666,0.3333333333333333,2
Flow,synthetic2500_10_4.csv,0.6666666666666666,0.3333333333333333,2
Bin,synthetic2500_10_4.csv,0.8,0.2,2
OCT,synthetic2500_10_4.csv,0.6666666666666666,0.3333333333333333,2
Benders,synthetic2500_10_4.csv,0.6,0.4,3
Cart,synthetic2500_10_4.csv,0.6,0.4,3
Flow,synthetic2500_10_4.csv,0.6,0.4,3
Bin,synthetic2500_10_4.csv,0.7333333333333333,0.26666666666666666,3
OCT,synthetic2500_10_4.csv,0.6,0.4,3
Benders,synthetic2500_10_4.csv,0.6,0.4,4
Cart,synthetic2500_10_4.csv,0.6,0.4,4
Flow,synthetic2500_10_4.csv,0.6,0.3076923076923077,4
Bin,synthetic2500_10_4.csv,0.5333333333333333,0.4666666666666667,4
OCT,synthetic2500_10_4.csv,0.6,0.4,4
Benders,synthetic2500_10_5.csv,0.6206896551724138,0.41935483870967744,1
Cart,synthetic2500_10_5.csv,0.7241379310344828,0.3225806451612903,1
Flow,synthetic2500_10_5.csv,0.6896551724137931,0.3548387096774194,1
Bin,synthetic2500_10_5.csv,0.6896551724137931,0.3548387096774194,1
OCT,synthetic2500_10_5.csv,0.6206896551724138,0.41935483870967744,1
Benders,synthetic2500_10_5.csv,0.6896551724137931,0.3548387096774194,2
Cart,synthetic2500_10_5.csv,0.6551724137931034,0.3870967741935484,2
Flow,synthetic2500_10_5.csv,0.6896551724137931,0.3548387096774194,2
Bin,synthetic2500_10_5.csv,0.6896551724137931,0.3548387096774194,2
OCT,synthetic2500_10_5.csv,0.6206896551724138,0.41935483870967744,2
Benders,synthetic2500_10_5.csv,0.5862068965517241,0.43333333333333335,3
Cart,synthetic2500_10_5.csv,0.5172413793103449,0.5,3
Flow,synthetic2500_10_5.csv,0.5517241379310345,0.4666666666666667,3
Bin,synthetic2500_10_5.csv,0.6896551724137931,0.3548387096774194,3
OCT,synthetic2500_10_5.csv,,,3
Benders,synthetic2500_10_5.csv,0.6206896551724138,0.41935483870967744,4
Cart,synthetic2500_10_5.csv,0.5517241379310345,0.4838709677419355,4
Flow,synthetic2500_10_5.csv,0.6896551724137931,0.3548387096774194,4
Bin,synthetic2500_10_5.csv,0.5862068965517241,0.45161290322580644,4
OCT,synthetic2500_10_5.csv,0.6551724137931034,0.3870967741935484,4
Benders,synthetic2500_30_2.csv,1.0,0.0,1
Cart,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,1
Flow,synthetic2500_30_2.csv,1.0,0.0,1
Bin,synthetic2500_30_2.csv,1.0,0.0,1
OCT,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,1
Benders,synthetic2500_30_2.csv,1.0,0.0,2
Cart,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,2
Flow,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,2
Bin,synthetic2500_30_2.csv,1.0,0.0,2
OCT,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,2
Benders,synthetic2500_30_2.csv,1.0,0.0,3
Cart,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,3
Flow,synthetic2500_30_2.csv,1.0,0.0,3
Bin,synthetic2500_30_2.csv,1.0,0.0,3
OCT,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,3
Benders,synthetic2500_30_2.csv,1.0,0.0,4
Cart,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,4
Flow,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,4
Bin,synthetic2500_30_2.csv,0.6666666666666666,0.3333333333333333,4
OCT,synthetic2500_30_2.csv,1.0,0.0,4
Benders,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,1
Cart,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,1
Flow,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,1
Bin,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,1
OCT,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,1
Benders,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,2
Cart,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,2
Flow,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,2
Bin,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,2
OCT,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,2
Benders,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,3
Cart,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,3
Flow,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,3
Bin,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,3
OCT,synthetic2500_30_3.csv,0.7142857142857143,0.2857142857142857,3
Benders,synthetic2500_30_3.csv,0.5714285714285714,0.42857142857142855,4
Cart,synthetic2500_30_3.csv,0.5714285714285714,0.42857142857142855,4
Flow,synthetic2500_30_3.csv,0.5714285714285714,0.42857142857142855,4
Bin,synthetic2500_30_3.csv,0.5714285714285714,0.42857142857142855,4
OCT,synthetic2500_30_3.csv,0.5714285714285714,0.42857142857142855,4
Benders,synthetic2500_30_4.csv,0.4,0.6,1
Cart,synthetic2500_30_4.csv,0.4,0.6,1
Flow,synthetic2500_30_4.csv,0.4,0.6,1
Bin,synthetic2500_30_4.csv,0.4,0.6,1
OCT,synthetic2500_30_4.csv,0.4,0.6,1
Benders,synthetic2500_30_4.csv,0.5333333333333333,0.4666666666666667,2
Cart,synthetic2500_30_4.csv,0.5333333333333333,0.4666666666666667,2
Flow,synthetic2500_30_4.csv,0.5333333333333333,0.4666666666666667,2
Bin,synthetic2500_30_4.csv,0.5333333333333333,0.4666666666666667,2
OCT,synthetic2500_30_4.csv,0.5333333333333333,0.4666666666666667,2
Benders,synthetic2500_30_4.csv,0.4666666666666667,0.5333333333333333,3
Cart,synthetic2500_30_4.csv,0.4666666666666667,0.5333333333333333,3
Flow,synthetic2500_30_4.csv,0.4666666666666667,0.5333333333333333,3
Bin,synthetic2500_30_4.csv,0.4666666666666667,0.5333333333333333,3
OCT,synthetic2500_30_4.csv,0.4666666666666667,0.5333333333333333,3
Benders,synthetic2500_30_4.csv,0.6666666666666666,0.3333333333333333,4
Cart,synthetic2500_30_4.csv,0.6666666666666666,0.3333333333333333,4
Flow,synthetic2500_30_4.csv,0.6666666666666666,0.3333333333333333,4
Bin,synthetic2500_30_4.csv,0.7333333333333333,0.26666666666666666,4
OCT,synthetic2500_30_4.csv,0.7333333333333333,0.26666666666666666,4
Benders,synthetic2500_30_5.csv,0.6,0.41935483870967744,1
Cart,synthetic2500_30_5.csv,0.6333333333333333,0.3870967741935484,1
Flow,synthetic2500_30_5.csv,0.6333333333333333,0.3870967741935484,1
Bin,synthetic2500_30_5.csv,0.6333333333333333,0.3870967741935484,1
OCT,synthetic2500_30_5.csv,0.6666666666666666,0.3548387096774194,1
Benders,synthetic2500_30_5.csv,0.6666666666666666,0.3333333333333333,2
Cart,synthetic2500_30_5.csv,0.6666666666666666,0.3333333333333333,2
Flow,synthetic2500_30_5.csv,0.6666666666666666,0.3333333333333333,2
Bin,synthetic2500_30_5.csv,0.6666666666666666,0.3548387096774194,2
OCT,synthetic2500_30_5.csv,,,2
Benders,synthetic2500_30_5.csv,0.6666666666666666,0.3333333333333333,3
Cart,synthetic2500_30_5.csv,0.6333333333333333,0.36666666666666664,3
Flow,synthetic2500_30_5.csv,0.6666666666666666,0.3333333333333333,3
Bin,synthetic2500_30_5.csv,0.6666666666666666,0.3548387096774194,3
OCT,synthetic2500_30_5.csv,,,3
Benders,synthetic500_100_2.csv,1.0,0.0,1
Cart,synthetic500_100_2.csv,1.0,0.0,1
Flow,synthetic500_100_2.csv,1.0,0.0,1
Bin,synthetic500_100_2.csv,1.0,0.0,1
OCT,synthetic500_100_2.csv,1.0,0.0,1
Benders,synthetic500_100_2.csv,1.0,0.0,2
Cart,synthetic500_100_2.csv,0.6666666666666666,0.3333333333333333,2
Flow,synthetic500_100_2.csv,0.6666666666666666,0.3333333333333333,2
Bin,synthetic500_100_2.csv,1.0,0.0,2
OCT,synthetic500_100_2.csv,1.0,0.0,2
Benders,synthetic500_100_2.csv,1.0,0.0,3
Cart,synthetic500_100_2.csv,1.0,0.0,3
Flow,synthetic500_100_2.csv,1.0,0.0,3
Bin,synthetic500_100_2.csv,1.0,0.0,3
OCT,synthetic500_100_2.csv,1.0,0.0,3
Benders,synthetic500_100_2.csv,1.0,0.0,4
Cart,synthetic500_100_2.csv,1.0,0.0,4
Flow,synthetic500_100_2.csv,0.6666666666666666,0.3333333333333333,4
Bin,synthetic500_100_2.csv,1.0,0.0,4
OCT,synthetic500_100_2.csv,1.0,0.0,4
Benders,synthetic500_100_3.csv,0.5714285714285714,0.42857142857142855,1
Cart,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,1
Flow,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,1
Bin,synthetic500_100_3.csv,0.5714285714285714,0.42857142857142855,1
OCT,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,1
Benders,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,2
Cart,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,2
Flow,synthetic500_100_3.csv,1.0,0.0,2
Bin,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,2
OCT,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,2
Benders,synthetic500_100_3.csv,0.42857142857142855,0.5714285714285714,3
Cart,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,3
Flow,synthetic500_100_3.csv,0.8571428571428571,0.14285714285714285,3
Bin,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,3
OCT,synthetic500_100_3.csv,0.7142857142857143,0.2857142857142857,3
Benders,synthetic500_100_3.csv,0.5714285714285714,0.42857142857142855,4
Cart,synthetic500_100_3.csv,0.5714285714285714,0.42857142857142855,4
Flow,synthetic500_100_3.csv,0.5714285714285714,0.42857142857142855,4
Bin,synthetic500_100_3.csv,0.5714285714285714,0.42857142857142855,4
OCT,synthetic500_100_3.csv,0.5714285714285714,0.42857142857142855,4
Benders,synthetic500_100_4.csv,0.07142857142857142,0.9333333333333333,1
Cart,synthetic500_100_4.csv,0.42857142857142855,0.45454545454545453,1
Flow,synthetic500_100_4.csv,0.42857142857142855,0.45454545454545453,1
Bin,synthetic500_100_4.csv,0.42857142857142855,0.6,1
OCT,synthetic500_100_4.csv,,,1
Benders,synthetic500_100_4.csv,0.07142857142857142,0.9285714285714286,2
Cart,synthetic500_100_4.csv,0.6428571428571429,0.4,2
Flow,synthetic500_100_4.csv,0.6428571428571429,0.4,2
Bin,synthetic500_100_4.csv,0.5714285714285714,0.4666666666666667,2
OCT,synthetic500_100_4.csv,0.6428571428571429,0.4,2
Benders,synthetic500_100_4.csv,0.07142857142857142,0.9333333333333333,3
Cart,synthetic500_100_4.csv,0.5,0.5,3
Flow,synthetic500_100_4.csv,0.5,0.5,3
Bin,synthetic500_100_4.csv,0.42857142857142855,0.6,3
OCT,synthetic500_100_4.csv,,,3
Benders,synthetic500_100_4.csv,0.07142857142857142,0.9333333333333333,4
Cart,synthetic500_100_4.csv,0.5714285714285714,0.42857142857142855,4
Flow,synthetic500_100_4.csv,0.5714285714285714,0.42857142857142855,4
Bin,synthetic500_100_4.csv,0.5714285714285714,0.4666666666666667,4
OCT,synthetic500_100_4.csv,,,4
Benders,synthetic500_100_5.csv,0.17857142857142858,0.8214285714285714,1
Cart,synthetic500_100_5.csv,0.39285714285714285,0.5769230769230769,1
Flow,synthetic500_100_5.csv,0.39285714285714285,0.5769230769230769,1
Bin,synthetic500_100_5.csv,0.39285714285714285,0.6451612903225806,1
OCT,synthetic500_100_5.csv,0.03571428571428571,0.9230769230769231,1
Benders,synthetic500_100_5.csv,0.25,0.7666666666666667,2
Cart,synthetic500_100_5.csv,0.32142857142857145,0.6785714285714286,2
Flow,synthetic500_100_5.csv,0.35714285714285715,0.6428571428571429,2
Bin,synthetic500_100_5.csv,0.35714285714285715,0.6774193548387096,2
OCT,synthetic500_100_5.csv,,,2
Benders,synthetic500_100_5.csv,0.14285714285714285,0.8620689655172413,3
Cart,synthetic500_100_5.csv,0.39285714285714285,0.5769230769230769,3
Flow,synthetic500_100_5.csv,0.39285714285714285,0.5769230769230769,3
Bin,synthetic500_100_5.csv,0.39285714285714285,0.6451612903225806,3
OCT,synthetic500_100_5.csv,0.0,1.0,3
Benders,synthetic500_100_5.csv,0.10714285714285714,0.9032258064516129,4
Cart,synthetic500_100_5.csv,0.39285714285714285,0.5925925925925926,4
Flow,synthetic500_100_5.csv,0.39285714285714285,0.5925925925925926,4
Bin,synthetic500_100_5.csv,0.39285714285714285,0.6451612903225806,4
OCT,synthetic500_100_5.csv,,,4
Benders,synthetic2500_100_2.csv,1.0,0.0,1
Cart,synthetic2500_100_2.csv,0.6666666666666666,0.3333333333333333,1
Flow,synthetic2500_100_2.csv,0.6666666666666666,0.3333333333333333,1
Bin,synthetic2500_100_2.csv,0.6666666666666666,0.3333333333333333,1
OCT,synthetic2500_100_2.csv,0.6666666666666666,0.3333333333333333,1
Benders,synthetic2500_100_2.csv,1.0,0.0,2
Cart,synthetic2500_100_2.csv,1.0,0.0,2
Flow,synthetic2500_100_2.csv,1.0,0.0,2
Bin,synthetic2500_100_2.csv,1.0,0.0,2
OCT,synthetic2500_100_2.csv,1.0,0.0,2
Benders,synthetic2500_100_2.csv,0.6666666666666666,0.3333333333333333,3
Cart,synthetic2500_100_2.csv,0.6666666666666666,0.3333333333333333,3
Flow,synthetic2500_100_2.csv,0.6666666666666666,0.3333333333333333,3
Bin,synthetic2500_100_2.csv,0.6666666666666666,0.3333333333333333,3
OCT,synthetic2500_100_2.csv,0.6666666666666666,0.3333333333333333,3
Benders,synthetic2500_100_2.csv,1.0,0.0,4
Cart,synthetic2500_100_2.csv,1.0,0.0,4
Flow,synthetic2500_100_2.csv,1.0,0.0,4
Bin,synthetic2500_100_2.csv,1.0,0.0,4
OCT,synthetic2500_100_2.csv,1.0,0.0,4
Benders,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,1
Cart,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,1
Flow,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,1
Bin,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,1
OCT,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,1
Benders,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,2
Cart,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,2
Flow,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,2
Bin,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,2
OCT,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,2
Benders,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,3
Cart,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,3
Flow,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,3
Bin,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,3
OCT,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,3
Benders,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,4
Cart,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,4
Flow,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,4
Bin,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,4
OCT,synthetic2500_100_3.csv,0.7142857142857143,0.2857142857142857,4
Benders,synthetic2500_100_4.csv,0.13333333333333333,0.8333333333333334,1
Cart,synthetic2500_100_4.csv,0.5333333333333333,0.4666666666666667,1
Flow,synthetic2500_100_4.csv,0.5333333333333333,0.4666666666666667,1
Bin,synthetic2500_100_4.csv,0.5333333333333333,0.4666666666666667,1
OCT,synthetic2500_100_4.csv,0.5333333333333333,0.4666666666666667,1
Benders,synthetic2500_100_4.csv,0.06666666666666667,0.9333333333333333,2
Cart,synthetic2500_100_4.csv,0.5333333333333333,0.42857142857142855,2
Flow,synthetic2500_100_4.csv,0.5333333333333333,0.42857142857142855,2
Bin,synthetic2500_100_4.csv,0.5333333333333333,0.4666666666666667,2
OCT,synthetic2500_100_4.csv,,,2
Benders,synthetic2500_100_4.csv,0.06666666666666667,0.9333333333333333,3
Cart,synthetic2500_100_4.csv,0.5333333333333333,0.4666666666666667,3
Flow,synthetic2500_100_4.csv,0.5333333333333333,0.4666666666666667,3
Bin,synthetic2500_100_4.csv,0.5333333333333333,0.4666666666666667,3
OCT,synthetic2500_100_4.csv,0.5333333333333333,0.4666666666666667,3
Benders,synthetic2500_100_4.csv,0.0,1.0,4
Cart,synthetic2500_100_4.csv,0.6,0.4,4
Flow,synthetic2500_100_4.csv,0.6,0.4,4
Bin,synthetic2500_100_4.csv,0.6,0.4,4
OCT,synthetic2500_100_4.csv,0.6,0.4,4
Benders,synthetic2500_100_5.csv,0.06451612903225806,0.9354838709677419,1
Cart,synthetic2500_100_5.csv,0.45161290322580644,0.5483870967741935,1
Flow,synthetic2500_100_5.csv,0.45161290322580644,0.5483870967741935,1
Bin,synthetic2500_100_5.csv,0.45161290322580644,0.5483870967741935,1
OCT,synthetic2500_100_5.csv,0.45161290322580644,0.5483870967741935,1
Benders,synthetic2500_100_5.csv,0.12903225806451613,0.8571428571428571,2
Cart,synthetic2500_100_5.csv,0.4838709677419355,0.5161290322580645,2
Flow,synthetic2500_100_5.csv,0.4838709677419355,0.5161290322580645,2
Bin,synthetic2500_100_5.csv,0.4838709677419355,0.5161290322580645,2
OCT,synthetic2500_100_5.csv,0.4838709677419355,0.5161290322580645,2
Benders,synthetic2500_100_5.csv,0.03225806451612903,0.967741935483871,3
Cart,synthetic2500_100_5.csv,0.4838709677419355,0.5161290322580645,3
Flow,synthetic2500_100_5.csv,0.4838709677419355,0.5161290322580645,3
Bin,synthetic2500_100_5.csv,0.4838709677419355,0.5161290322580645,3
OCT,synthetic2500_100_5.csv,0.4838709677419355,0.5161290322580645,3
Benders,synthetic2500_100_5.csv,,,4
Cart,synthetic2500_100_5.csv,0.41935483870967744,0.5806451612903226,4
Flow,synthetic2500_100_5.csv,0.41935483870967744,0.5806451612903226,4
Bin,synthetic2500_100_5.csv,0.3870967741935484,0.6129032258064516,4
OCT,synthetic2500_100_5.csv,0.41935483870967744,0.5806451612903226,4
